HitCorrect,age,comments,descr_left,descr_left_condition,descr_right,descr_right_condition,endTime,enjoyment,experiment_id,languages,nonselected_descr_condition,picture,rt_trial,selected_descr_condition,selected_descr_position,selections,startDate,startTime,timeSpent,trial_number,submission_id,anon_id
404,35,,"The image shows a man wearing a gray and white striped hooded sweatshirt and a baseball cap. He is outdoors, mid-motion, preparing to throw a frisbee. The background features a dirt path and sparse vegetation, suggesting a natural, open area. The lighting appears somewhat muted, indicating it may be in the late afternoon or evening.",caption_gpt4o,"A man is engaged in the activity of throwing a frisbee, and he is notably adorned with a baseball hat, which is positioned upon his head. The action of tossing the frisbee appears to be energetic, and his choice of headwear suggests a casual or sporty atmosphere in which this event is taking place.",caption_verbose,1746825920910,0,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000403349.jpg,13.015,caption_gpt4o,left,['left'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,18,-OPqw3CdUVUkxygX0wzq,0
404,35,,"A lone giraffe walks across a lush green field, moving gracefully down the middle of a forest area. It is seen from a distance through trees, as it stands near a grove of tall trees, blending with the surrounding foliage while traversing the grass.",caption_composite,"A giraffe can be observed from afar, its tall and distinctive figure partially obscured by the surrounding trees that populate the landscape. The sighting occurs at a considerable distance, where the unique silhouette of the giraffe stands out against the backdrop of the vegetation, providing a glimpse into the natural habitat in which this remarkable animal resides.",caption_verbose,1746825920910,0,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000345826.jpg,8.315,caption_composite,left,['left'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,19,-OPqw3CdUVUkxygX0wzq,0
404,35,,"A black bear is walking across a big field and is also seen in a very rocky area, demonstrating its ability to navigate both environments. The bear is standing on a rocky terrain, highlighting its presence in this rugged landscape.",caption_composite,"The image depicts a black bear standing on a rocky terrain. The bear has a thick fur coat and is facing slightly toward the right. The background consists of various rocks, some covered in moss or barnacles, and there is sparse grass in the area. The setting appears to be natural and rugged, with mixed textures from the rocks and the bear's fur.",caption_gpt4o,1746825920910,0,informativity.json,English,caption_gpt4o,sampled_images_corrected_format_2/000000289354.jpg,12.386,caption_composite,left,['left'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,20,-OPqw3CdUVUkxygX0wzq,0
404,35,,"A lone zebra with gold coloring is situated in an open field of grass, his natural habitat. The zebra is walking and looking around as he moves to his left, exploring the grassy area that surrounds him.",caption_composite,Zebra in its natural habitat going to his left.,caption_coco,1746825920910,0,informativity.json,English,caption_coco,sampled_images_corrected_format_2/000000251502.jpg,10.962,caption_composite,left,['left'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,21,-OPqw3CdUVUkxygX0wzq,0
404,35,,"The yellow plate features an assortment of food items, including slices of bread, an omelet, and a variety of fruits and vegetables such as oranges, apples, and tomatoes. This combination of healthy options presents a balanced meal on the plate.",caption_composite,"On a plate, there is a selection of various items that include several pieces of bread, as well as an assortment of fruits and vegetables. This arrangement presents a combination of different food types, showcasing both the carbohydrate-rich bread and the fresh produce in the form of fruits and vegetables, all placed neatly on the surface of the plate.",caption_verbose,1746825920910,0,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000021397.jpg,19.082,caption_composite,left,['left'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,22,-OPqw3CdUVUkxygX0wzq,0
404,35,,"A surfer skillfully rides the crest of a wave, skillfully maneuvering their board to catch the powerful force of the ocean. As they glide along the surface, the surfer initiates a spinning motion, pivoting their body and the board around in a circular fashion, showcasing their agility and control within the dynamic and ever-changing environment of the sea.",caption_verbose,"The image shows a surfer riding a wave. The surfer is positioned on a surfboard, leaning back and turning towards the wave. The water is green with white foam at the crest of the wave. The background consists of more ocean and a muted sky. The surfer is wearing a wetsuit with visible branding and has a helmet on.",caption_gpt4o,1746825920910,0,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000537300.jpg,54.014,caption_gpt4o,right,['right'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,23,-OPqw3CdUVUkxygX0wzq,0
404,35,,"A dog is in the process of enjoying a sandwich, which is being held by an individual. The person is gripping the sandwich with their hand, while the dog is positioned in a way that allows it to take bites or nibbles from the food item that is being offered to it.",caption_verbose,A black and white dog is being fed part of a sandwich by a person. The dog eagerly eats a piece of bread from the owner's hand as they feed it the remainder of the sandwich. The scene depicts the dog enjoying the sandwich while being held by the person.,caption_composite,1746825920910,0,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000397161.jpg,7.783,caption_composite,right,['right'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,24,-OPqw3CdUVUkxygX0wzq,0
404,35,,Sausage burger with pickles and a side of greens,caption_coco,"The meal consists of a sausage sandwich served on a bun, accompanied by pickles, and it is complemented by a side dish featuring a bowl of greens, such as spinach. The entire presentation includes the sausage sandwich, pickles, and greens placed on paper, showcasing the combination of flavors and textures in the meal.",caption_composite,1746825920910,0,informativity.json,English,caption_composite,sampled_images_corrected_format_2/000000159924.jpg,4.596,caption_coco,left,['left'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,25,-OPqw3CdUVUkxygX0wzq,0
404,35,,"A small bird is perched on a bare branch of a tree, surrounded by dense brushy areas and dry grass. It stands atop the thorny limb, observing its surroundings from this elevated position.",caption_composite,"The image shows a small bird perched on a thin branch. The bird has a light brown body with a slightly darker crown on its head and a small, conical bill. The background consists of dry, brown grasses and twigs, creating a natural setting. The focus is primarily on the bird, which is positioned to the left side of the frame.",caption_gpt4o,1746825920910,0,informativity.json,English,caption_gpt4o,sampled_images_corrected_format_2/000000134605.jpg,21.115,caption_composite,left,['left'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,26,-OPqw3CdUVUkxygX0wzq,0
404,35,,"A group of three zebras is walking next to each other in a fenced-in area that features a grass field. Nearby, some zebras are running around together close to four green poles. Within this enclosed area, the trio of zebras galloped away from a four-wheeled imposter zebra, creating a lively scene as they navigate the space.",caption_composite,"The image shows two zebras running in a grassy area. They have distinct black and white stripes. In the background, there are tall green poles, and a fenced area is visible. A vehicle, painted with a similar black and white striped pattern, is parked nearby. The sky is clear, with some clouds, and there are trees in the background.",caption_gpt4o,1746825920910,0,informativity.json,English,caption_gpt4o,sampled_images_corrected_format_2/000000489995.jpg,17.347,caption_composite,left,['left'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,27,-OPqw3CdUVUkxygX0wzq,0
404,35,,A cat laying on top of a wooden bench in a park.,caption_coco,"A domestic cat is positioned comfortably on the surface of a wooden bench that is situated within a park environment. The cat is resting on top of the bench, which is crafted from wood, and this bench is located in an area designated as a park, indicating a space that is typically used for recreational activities, relaxation, or enjoying nature.",caption_verbose,1746825920910,0,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000337435.jpg,10.384,caption_coco,left,"['right', 'left']",Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,28,-OPqw3CdUVUkxygX0wzq,0
404,35,,"A large adult bear, accompanied by two of its young cubs, is making its way through a flowing river. The bear, being the mother or protector, is leading the two small cubs as they carefully wade through the water together, navigating the currents and aquatic surroundings.",caption_verbose,"The image shows a brown bear walking through shallow water, accompanied by two smaller bear cubs. The background features green foliage, with trees partially visible. There are rocks in the water, and the bear and cubs appear to be creating ripples as they move. The overall setting is a natural environment, likely along a river or stream.",caption_gpt4o,1746825920910,0,informativity.json,English,caption_gpt4o,sampled_images_corrected_format_2/000000434602.jpg,20.231,caption_verbose,left,['left'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,29,-OPqw3CdUVUkxygX0wzq,0
404,35,,"The image features a horse standing in a grassy field. The horse is wearing a striped blanket. Surrounding the field, there are several fence posts, and the fencing encloses a rectangular area. In the background, there are greenhouses and trees. The sky is mostly cloudy with some rays of sunlight visible. There are utility poles in the distance.",caption_gpt4o,A horse in a field has a striped blanket on it.,caption_coco,1746825920910,0,informativity.json,English,caption_coco,sampled_images_corrected_format_2/000000526035.jpg,10.737,caption_gpt4o,left,['left'],Fri May 09 2025 22:16:52 GMT+0100 (British Summer Time),1746825412834,8.467933333333333,30,-OPqw3CdUVUkxygX0wzq,0
1,25,,"A zebra is currently situated within its natural habitat, which is characterized by a landscape that typically includes grasslands, savannas, or similar environments conducive to their lifestyle. In this particular instance, the zebra is moving towards its left, indicating a specific direction of travel as it navigates through its surroundings.",caption_verbose,The image depicts a zebra walking through a grassy area. The zebra has distinctive black and white stripes and is situated in a landscape that includes tall grass and some shrubs. The background shows blurred green vegetation and a clear sky. The ground appears dry and reddish-brown in color. The zebra's posture is upright as it moves along the terrain.,caption_gpt4o,1746825939032,2,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000251502.jpg,57.742,caption_gpt4o,right,['right'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,1,-OPqw84soROJOClVFz7H,1
1,25,,A golden dog laying in the yard with its mouth open.,caption_coco,"The image features a golden retriever lying on green grass. The dog is positioned to the right side of the frame, facing forward, with its tongue out. In front of the dog is a yellow frisbee. The background includes some trees with green foliage, and the area is well-lit, suggesting it is daytime. There is also a wooden fence visible in the distance.",caption_gpt4o,1746825939032,2,informativity.json,English,caption_gpt4o,sampled_images_corrected_format_2/000000293130.jpg,13.41,caption_coco,left,['left'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,2,-OPqw84soROJOClVFz7H,1
1,25,,"In a specific area characterized by the presence of lush green grass, there are two zebras that can be observed. They are situated in close proximity to a collection of trees, which adds a natural backdrop to the scene.",caption_verbose,Two zebras are in the grass near some trees.,caption_coco,1746825939032,2,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000053916.jpg,8.013,caption_coco,right,['right'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,3,-OPqw84soROJOClVFz7H,1
1,25,,"A young man is surfing in the ocean waves, skillfully catching a wave and spinning around with agility. This lad rides the wave like a surfboard champion, demonstrating his prowess as he navigates the water. Overall, the scene depicts a man surfing a wave in the ocean, embodying the dynamics of the sport.",caption_composite,A surfer catches a wave and spins around.,caption_coco,1746825939032,2,informativity.json,English,caption_composite,sampled_images_corrected_format_2/000000537300.jpg,5.306,caption_coco,right,['right'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,4,-OPqw84soROJOClVFz7H,1
1,25,,"A dog is in the process of enjoying a sandwich, which is being held by an individual. The person is gripping the sandwich with their hand, while the dog is positioned in a way that allows it to take bites or nibbles from the food item that is being offered to it.",caption_verbose,A black and white dog is being fed part of a sandwich by a person. The dog eagerly eats a piece of bread from the owner's hand as they feed it the remainder of the sandwich. The scene depicts the dog enjoying the sandwich while being held by the person.,caption_composite,1746825939032,2,informativity.json,English,caption_composite,sampled_images_corrected_format_2/000000397161.jpg,36.679,caption_verbose,left,['left'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,5,-OPqw84soROJOClVFz7H,1
1,25,,Many black and white cows are standing in a row,caption_coco,"A row of very cute black and white cows is lined up side by side, with baby cows standing next to them. This bunch of cattle is standing together, creating a pleasant scene of cows and their young.",caption_composite,1746825939032,2,informativity.json,English,caption_coco,sampled_images_corrected_format_2/000000032909.jpg,20.012,caption_composite,right,"['left', 'right']",Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,6,-OPqw84soROJOClVFz7H,1
1,25,,"In a wide and open area, two young bears can be observed engaging in a playful fight with each other. These bears, full of youthful energy and enthusiasm, are wrestling and tumbling around as they seem to enjoy their time together in this expansive outdoor space. Their playful antics involve a variety of moves, as they interact in a way that is characteristic of their age and species.",caption_verbose,"The image shows two bears engaged in physical interaction on a grassy area. One bear is positioned to the left, exhibiting a lighter brown color, while the other bear, located to the right, is darker. They are situated near a rocky outcropping, with tall grass surrounding them. The setting appears to be natural and outdoors.",caption_gpt4o,1746825939032,2,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000377282.jpg,8.787,caption_gpt4o,right,['right'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,7,-OPqw84soROJOClVFz7H,1
1,25,,a black bear walks across a big field,caption_coco,"The image depicts a black bear standing on a rocky terrain. The bear has a thick fur coat and is facing slightly toward the right. The background consists of various rocks, some covered in moss or barnacles, and there is sparse grass in the area. The setting appears to be natural and rugged, with mixed textures from the rocks and the bear's fur.",caption_gpt4o,1746825939032,2,informativity.json,English,caption_coco,sampled_images_corrected_format_2/000000289354.jpg,10.126,caption_gpt4o,right,"['left', 'right']",Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,8,-OPqw84soROJOClVFz7H,1
1,25,,"On a plate, there is a selection of various items that include several pieces of bread, as well as an assortment of fruits and vegetables. This arrangement presents a combination of different food types, showcasing both the carbohydrate-rich bread and the fresh produce in the form of fruits and vegetables, all placed neatly on the surface of the plate.",caption_verbose,"The image shows a yellow plate containing a meal. On the plate, there is an omelet garnished with parsley, pieces of light green pear, several wedges of orange, and slices of tomato. To the side, there are two slices of brown bread. The background features a patterned tablecloth with a woven design.",caption_gpt4o,1746825939032,2,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000021397.jpg,18.93,caption_gpt4o,right,['right'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,9,-OPqw84soROJOClVFz7H,1
1,25,,a small child playing in a luggage bag on a wooden floor,caption_coco,"A young child, who appears to be quite small in stature, is currently engaging in playtime activities inside a luggage bag that is placed on a smooth wooden floor surface. The child seems to be enjoying this playful moment in the comfortable confines of the bag, while the wooden floor serves as a solid and sturdy base for their imaginative adventures.",caption_verbose,1746825939032,2,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000233143.jpg,13.44,caption_coco,left,['left'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,10,-OPqw84soROJOClVFz7H,1
1,25,,"The image shows a tree, likely a eucalyptus, with numerous birds perched on its branches. The birds appear to be predominantly pink with some black, indicating they could be a species of cockatoo or similar. The background is a clear blue sky, and the tree has green leaves. Some birds are in motion, while others are stationary among the branches.",caption_gpt4o,"A significant number of birds can be observed perched upon the uppermost branches of a tree, where they seem to find a suitable place to rest or perhaps to survey their surroundings from an elevated position among the foliage.",caption_verbose,1746825939032,2,informativity.json,English,caption_gpt4o,sampled_images_corrected_format_2/000000056134.jpg,4.611,caption_verbose,right,['right'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,11,-OPqw84soROJOClVFz7H,1
1,25,,"The image shows a small bird perched on a thin branch. The bird has a light brown body with a slightly darker crown on its head and a small, conical bill. The background consists of dry, brown grasses and twigs, creating a natural setting. The focus is primarily on the bird, which is positioned to the left side of the frame.",caption_gpt4o,Small bird standing on branch in dense brushy area.,caption_coco,1746825939032,2,informativity.json,English,caption_gpt4o,sampled_images_corrected_format_2/000000134605.jpg,3.916,caption_coco,right,['right'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,12,-OPqw84soROJOClVFz7H,1
1,25,,"A group of three zebras is walking next to each other in a fenced-in area that features a grass field. Nearby, some zebras are running around together close to four green poles. Within this enclosed area, the trio of zebras galloped away from a four-wheeled imposter zebra, creating a lively scene as they navigate the space.",caption_composite,"The image shows two zebras running in a grassy area. They have distinct black and white stripes. In the background, there are tall green poles, and a fenced area is visible. A vehicle, painted with a similar black and white striped pattern, is parked nearby. The sky is clear, with some clouds, and there are trees in the background.",caption_gpt4o,1746825939032,2,informativity.json,English,caption_gpt4o,sampled_images_corrected_format_2/000000489995.jpg,9.983,caption_composite,left,['left'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,13,-OPqw84soROJOClVFz7H,1
1,25,,"In the midst of a natural setting, there are two kites that are vividly decorated with a variety of bright and vibrant colors, and they have become ensnared among the branches of several trees.",caption_verbose,Two colorful kites are caught up in the trees. ,caption_coco,1746825939032,2,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000561714.jpg,5.433,caption_coco,right,['right'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,14,-OPqw84soROJOClVFz7H,1
1,25,,"A large group of cattle, consisting of numerous individuals, can be observed standing together in a vibrant and lush green field that is flourishing with healthy grass. The field provides a rich and verdant landscape that enhances the appearance of the cattle, who are positioned across the area in a manner that suggests they are comfortably grazing or simply resting in this picturesque environment.",caption_verbose,"The image shows a grassy field with several cows. There are two brown and white cows prominently standing in the foreground, and a few black and white cows nearby, some standing and others lying down. In the background, additional cows can be seen, and there are trees and shrubs surrounding the area. The grass appears lush and green, indicating a well-maintained pasture.",caption_gpt4o,1746825939032,2,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000344897.jpg,13.427,caption_gpt4o,right,['right'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,15,-OPqw84soROJOClVFz7H,1
1,25,,"A young man is engaged in the act of brushing his teeth, performing this daily hygiene routine while also wearing a pair of glasses that rest upon his nose.",caption_verbose,A young man brushing his teeth while wearing glasses.,caption_coco,1746825939032,2,informativity.json,English,caption_verbose,sampled_images_corrected_format_2/000000104543.jpg,5.818,caption_coco,right,['right'],Fri May 09 2025 14:18:26 GMT-0700 (Pacific Daylight Time),1746825506668,7.206066666666667,16,-OPqw84soROJOClVFz7H,1
